ApplNo,ProductNo,MarketingStatusID,TECode
78156,2,1,AP
78156,3,1,AP2
78157,1,1,AB
78162,1,1,AB
78163,1,1,AB
78164,1,1,AB
78165,1,1,AB
78165,2,1,AB
78165,3,1,AB
78165,4,1,AB
78166,1,1,AB
78169,1,1,AB
78169,2,1,AB
78169,3,1,AB
78170,1,1,AB
78170,2,1,AB
78170,3,1,AB
78171,1,1,AN
78171,2,1,AN
78171,3,1,AN
78172,1,1,AT
78175,1,1,AB
78175,2,1,AB
78175,3,1,AB
78177,1,1,AP
78178,1,1,AB
78181,1,1,AB
78181,2,1,AB
78181,3,1,AB
78182,1,1,AB
78182,2,1,AB
78182,3,1,AB
78184,1,1,AB
78184,2,1,AB
78189,1,1,AB
78189,2,1,AB
78189,3,1,AB
78191,1,1,AB
78191,2,1,AB
78191,3,1,AB
78191,4,1,AB
78193,1,1,AB
78195,1,1,AB
78199,1,1,AB
78202,1,1,AN
78202,2,1,AN
78203,1,1,AB
78203,2,1,AB
78203,3,1,AB
78207,1,1,AB
78212,1,1,AB
78212,2,1,AB
78212,3,1,AB
78213,1,1,AB
78213,2,1,AB
78213,3,1,AB
78213,4,1,AB
78213,5,1,AB
78214,1,1,AB
78214,2,1,AB
78215,1,1,AB
78216,1,1,AB
78216,2,1,AB
78216,3,1,AB
78217,1,1,AB
78217,2,1,AB
78217,3,1,AB
78217,4,1,AB
78218,1,1,AB
78218,2,1,AB
78218,3,1,AB
78223,1,1,AB
78225,1,1,AB
78226,1,1,AB
78226,2,1,AB
78226,3,1,AB
78227,1,1,AB
78227,2,1,AB
78227,3,1,AB
78227,4,1,AB
78228,1,1,AP
78232,1,1,AB
78232,2,1,AB
78232,3,1,AB
78233,1,1,AT
78234,1,1,AB
78234,2,1,AB
78234,3,1,AB
78235,1,1,AB
78235,2,1,AB
78235,3,1,AB
78235,4,1,AB
78239,1,1,AB
78239,2,1,AB
78242,1,1,AP
78243,1,1,AB
78243,2,1,AB
78243,3,1,AB
78245,1,1,AB
78245,2,1,AB
78245,3,1,AB
78246,1,1,AB
78246,2,1,AB
78246,3,1,AB
78246,4,1,AB
78246,5,1,AB
78249,1,1,AB
78249,2,1,AB
78249,3,1,AB
78249,4,1,AB
78250,1,1,AB
78250,2,1,AB
78250,3,1,AB
78251,1,1,AB
78251,2,1,AB
78251,3,1,AB
78251,4,1,AB
78252,1,1,AP
78252,2,1,AP
78253,1,1,AB
78253,2,1,AB
78258,1,1,AP
78258,2,1,AP
78261,1,1,AP
78262,1,1,AP
78266,1,1,AB
78267,1,1,AB
78269,1,1,AB
78269,2,1,AB
78269,3,1,AB
78269,4,1,AB
78269,5,1,AB
78269,6,1,AB
78270,1,1,AT
78271,1,1,AB
78273,1,1,AB
78273,2,1,AB
78274,1,1,AP
78274,2,1,AP
78279,1,1,AB
78279,2,1,AB
78280,1,1,AP
78280,2,1,AP
78280,3,1,AP
78281,1,1,AB
78281,2,1,AB
78282,1,1,AT
78284,1,1,AB
78284,2,1,AB
78284,3,1,AB
78287,1,1,AP
78290,1,1,AB
78290,2,1,AB
78290,3,1,AB
78292,1,1,AB
78292,2,1,AB
78292,3,1,AB
78293,1,1,TBD
78295,1,1,AB
78295,2,1,AB
78295,3,1,AB
78296,1,1,AB
78296,2,1,AB
78296,3,1,AB
78297,1,1,AB
78301,1,1,AB
78301,2,1,AB
78301,3,1,AB
78301,4,1,AB
78301,5,1,AB
78302,1,1,AB
78305,1,1,AT
78309,1,1,AN
78314,1,1,AB
78314,2,1,AB
78319,1,1,AB
78319,2,1,AB
78321,1,1,AB1
78321,2,1,AB
78323,1,1,AB
78324,1,1,AB
78324,2,1,AB
78327,1,1,AB
78327,2,1,AB
78327,3,1,AB
78329,1,1,AB
78329,2,1,AB
78329,3,1,AB
78331,1,1,AP
78332,1,1,AB
78332,2,1,AB
78332,3,1,AB
78332,4,1,AB
78337,1,1,AB
78338,1,1,AB
78339,1,1,AP
78339,2,1,AP
78340,1,1,AB
78340,2,1,AB
78341,1,1,AB
78347,1,1,AP
78349,1,1,AB
78352,1,1,AB
78355,1,1,AB
78357,1,1,AB
78361,1,1,AB
78364,1,1,AB
78365,1,1,AB
78368,1,1,AP
78369,1,1,AB
78373,1,1,AP1
78373,2,1,AP1
78376,1,1,AB
78378,1,1,AP
78380,1,1,AB
78384,1,1,AB
78384,2,1,AB
78384,3,1,AB
78384,4,1,AB
78385,1,1,AB
78385,2,1,AB
78387,1,1,AB
78387,2,1,AB
78387,3,1,AB
78387,4,1,AB
78391,1,1,AB
78392,1,1,AP
78393,1,1,AP1
78395,1,1,AT
78396,1,1,AP1
78396,2,1,AP1
78398,1,1,AA
78399,1,1,AT
78400,1,1,AP
78400,2,1,AP
78401,1,1,AB
78401,2,1,AB
78402,1,1,AB
78402,2,1,AB
78402,3,1,AB
78402,4,1,AB
78402,5,1,AB
78402,6,1,AB
78403,1,1,AB
78403,2,1,AB
78403,3,1,AB
78404,1,1,AN
78404,2,1,AN
78405,1,1,AP
78406,1,1,AB
78406,2,1,AB
78406,3,1,AB
78406,4,1,AB
78407,1,1,AB
78407,2,1,AB
78412,1,1,AA
78413,1,1,AB
78413,2,1,AB
78414,1,1,AB
78414,2,1,AB
78414,3,1,AB
78417,1,1,AP
78418,1,1,AB
78418,2,1,AB
78420,1,1,AB
78420,2,1,AB
78421,1,1,AB
78421,2,1,AB
78421,3,1,AB
78423,1,1,AB
78423,2,1,AB
78423,3,1,AB
78423,4,1,AB
78424,1,1,AB
78424,2,1,AB
78424,3,1,AB
78428,1,1,AB
78428,2,1,AB
78428,3,1,AB
78431,1,1,AP
78432,1,1,AB
78432,2,1,AB
78433,1,1,AP
78433,2,1,AP
78434,1,1,AT
78438,1,1,AB
78438,2,1,AB
78438,3,1,AB
78439,1,1,AB
78439,2,1,AB
78441,1,1,AB
78441,2,1,AB
78441,3,1,AB
78446,1,1,AP
78449,1,1,AB
78449,2,1,AB
78449,3,1,AB
78449,4,1,AB
78450,1,1,AB
78450,2,1,AB
78450,3,1,AB
78452,1,1,AA
78453,1,1,AB
78453,2,1,AB
78453,3,1,AB
78454,1,1,AB
78454,2,1,AB
78457,1,1,AB
78457,2,1,AB
78457,3,1,AB
78457,4,1,AB
78458,1,1,AB1
78458,2,1,AB1
78458,3,1,AB1
78458,4,1,AB1
78459,1,1,AB
78459,2,1,AB
78459,3,1,AB
78462,1,1,AB
78462,2,1,AB
78462,3,1,AB
78462,4,1,AB
78463,1,1,AB
78464,1,1,AB
78464,2,1,AB
78464,3,1,AB
78464,4,1,AB
78464,5,1,AB
78465,1,1,AA
78466,1,1,AB
78466,2,1,AB
78466,3,1,AB
78466,4,1,AB
78466,5,1,AB
78466,6,1,AB
78468,1,1,AT
78469,1,1,AB
78469,2,1,AB
78469,3,1,AB
78469,4,1,AB
78470,1,1,AB
78470,2,1,AB
78470,3,1,AB
78474,1,1,AB
78474,2,1,AB
78479,1,1,AT
78480,1,1,AB
78482,1,1,AB
78482,2,1,AB
78486,1,1,AB
78486,2,1,AB
78488,1,1,AA
78490,1,1,AB
78490,2,1,AB
78490,3,1,AB
78492,1,1,AB
78494,1,1,AB
78494,2,1,AB
78494,3,1,AB
78494,4,1,AB
78503,1,1,AB
78503,2,1,AB
78503,3,1,AB
78504,1,1,AB
78508,1,1,AB
78508,2,1,AB
78508,3,1,AB
78510,1,1,AB
78510,2,1,AB
78512,1,1,AB
78512,2,1,AB
78512,3,1,AB
78515,1,1,AB
78516,1,1,AB
78516,3,1,AB
78518,1,1,AB
78518,2,1,AB
78519,1,1,AP
78519,2,1,AP
78520,1,1,AP2
78520,2,1,AP2
78522,1,1,AP
78523,1,1,AP
78525,1,1,AB
78525,2,1,AB
78525,3,1,AB
78525,4,1,AB
78526,1,1,AB
78526,2,1,AB
78526,3,1,AB
78527,1,1,AP
78527,2,1,AP
78528,1,1,AB
78528,2,1,AB
78528,3,1,AB
78528,4,1,AB
78528,5,1,AB
78528,6,1,AB
78531,1,1,AP
78531,2,1,AP
78534,1,1,AP
78536,1,1,AB
78536,2,1,AB
78536,3,1,AB
78537,1,1,AP
78538,1,1,AP
78539,1,1,AB
78539,2,1,AB
78540,1,1,AB
78540,2,1,AB
78540,3,1,AB
78541,1,1,AB
78542,1,1,AB
78542,2,1,AB
78544,1,1,AP
78545,1,1,AB
78545,2,1,AB
78548,1,1,AB
78552,1,1,AB
78552,2,1,AB
78552,3,1,AB
78553,1,1,AT
78554,1,1,AB
78554,2,1,AB
78554,3,1,AB
78554,4,1,AB
78554,5,1,AB
78555,1,1,AB
78555,2,1,AB
78555,3,1,AB
78556,1,1,AB
78556,2,1,AB
78558,1,1,AB
78558,2,1,AB
78558,3,1,AB
78559,1,1,AT
78560,1,1,AB
78561,1,1,AB
78561,2,1,AB
78561,3,1,AB
78561,4,1,AB
78571,1,1,AB
78575,1,1,AB
78578,1,1,AB
78578,2,1,AB
78578,3,1,AB
78579,1,1,AP
78579,2,1,AP
78579,3,1,AP
78581,1,1,AB
78582,1,1,AA
78583,1,1,AB
78583,2,1,AB
78583,3,1,AB
78583,4,1,AB
78583,5,1,AB
78583,6,1,AB
78584,1,1,AB
78589,1,1,AP
78589,2,1,AP
78589,3,1,AP
78591,1,1,AP
78592,1,1,AB
78592,2,1,AB
78592,3,1,AB
78593,1,1,AP
78594,1,1,AT
78595,1,1,AP
78596,1,1,AB1
78596,2,1,AB
78597,1,1,AB
78597,2,1,AB
78597,3,1,AB
78601,2,1,AP
78601,3,1,AP
78602,1,1,AB
78602,2,1,AB
78604,1,1,AB
78604,2,1,AB
78604,3,1,AB
78605,1,1,AB
78610,1,1,AP
78619,1,1,AB1
78619,2,1,AB1
78619,3,1,AB
78620,1,1,AB
78620,2,1,AB
78620,3,1,AB
78621,1,1,AT
78625,1,1,AB
78625,2,1,AB
78625,3,1,AB
78625,4,1,AB
78627,1,1,AB
78627,2,1,AB
78627,3,1,AB
78627,4,1,AB
78627,5,1,AB
78629,1,1,AP
78629,2,1,AP
78630,1,1,AP
78633,1,1,AB
78633,2,1,AB
78634,1,1,AB
78635,1,1,AB
78635,2,1,AB
78639,1,1,AP
78641,1,1,AP
78642,1,1,AP
78643,1,1,AB
78643,2,1,AB
78644,1,1,AB
78649,1,1,AB
78650,1,1,AN
78651,1,1,AP
78651,2,1,AP
78654,1,1,AB
78654,2,1,AB
78654,3,1,AB
78654,4,1,AB
78654,5,1,AB
78657,1,1,AB
78660,1,1,AB
78662,1,1,AB
78662,2,1,AB
78668,1,1,AB
78670,1,1,AB
78670,2,1,AB
78670,3,1,AB
78671,1,1,AB
78671,2,1,AB
78677,1,1,AB
78677,2,1,AB
78677,3,1,AB
78678,1,1,AB
78679,1,1,AB
78679,2,1,AB
78679,3,1,AB
78679,4,1,AB
78679,5,1,AB
78679,6,1,AB
78679,7,1,AB
78686,1,1,AP
78687,1,1,AP
78690,1,1,AB
78690,2,1,AB
78691,1,1,AB
78691,2,1,AB
78691,3,1,AB
78691,4,1,AB
78694,1,1,AT
78698,1,1,AP
78698,2,1,AP
78702,1,1,AB
78702,2,1,AB
78702,3,1,AB
78702,4,1,AB
78703,1,1,AB
78703,2,1,AB
78703,3,1,AB
78703,4,1,AB
78704,1,1,AT1
78705,1,1,AB
78705,2,1,AB
78707,1,1,AB
78707,2,1,AB
78707,3,1,AB
78707,4,1,AB
78707,5,1,AB
78707,6,1,AB
78710,1,1,AB
78710,2,1,AB
78710,3,1,AB
78713,1,1,AP
78718,1,1,AP
78718,2,1,AP
78720,1,1,AB
78722,1,1,AB
78722,2,1,AB
78722,3,1,AB
78723,1,1,AB
78723,2,1,AB
78728,1,1,AB
78728,2,1,AB
78728,3,1,AB
78734,1,1,AB
78735,1,1,AB
78735,2,1,AB
78735,3,1,AB
78735,4,1,AB
78735,5,1,AB
78736,1,1,AP
78737,1,1,AP
78737,2,1,AP
78738,1,1,AT
78739,1,1,AB
78739,2,1,AB
78745,1,1,AB
78745,2,1,AB
78745,3,1,AB
78745,4,1,AB
78748,1,1,AT
78749,1,1,AT1
78753,1,1,AP
78753,2,1,AP
78755,1,1,AB
78755,2,1,AB
78755,3,1,AB
78759,1,1,AP
78759,2,1,AP
78761,1,1,AB
78761,2,1,AB
78761,3,1,AB
78761,4,1,AB
78761,5,1,AB
78765,1,1,AP
78771,1,1,AT1
78771,2,1,AT1
78774,1,1,AA
78776,1,1,AA
78777,1,1,AB
78777,2,1,AB
78777,3,1,AB
78786,1,1,AB
78786,2,1,AB
78786,3,1,AB
78786,4,1,AB
78787,1,1,AB
78787,2,1,AB
78787,3,1,AB
78790,1,1,AB
78790,2,1,AB
78790,3,1,AB
78792,1,1,AT
78794,1,1,AB
78794,2,1,AB
78794,3,1,AB
78794,4,1,AB
78796,1,1,AP
78800,1,1,AB
78801,1,1,AB
78803,1,1,AP
78803,2,1,AP
78804,1,1,AB
78806,1,1,AP
78807,1,1,AB
78807,2,1,AB
78809,1,1,AP
78811,1,1,AP
78811,2,1,AP
78813,1,1,AP
78813,2,1,AP
78817,1,1,AP
78817,2,1,AP
78819,1,1,AP
78819,2,1,AP
78826,1,1,AB
78826,2,1,AB
78826,3,1,AB
78829,1,1,AB
78829,2,1,AB
78830,1,1,AB
78832,1,1,AB
78832,2,1,AB
78832,3,1,AB
78832,4,1,AB
78833,1,1,AB
78834,1,1,AB
78835,1,1,AP
78835,2,1,AP
78837,1,1,AB
78843,1,1,AB
78845,1,1,AB
78846,1,1,AB
78848,1,1,AB
78848,2,1,AB
78848,3,1,AB
78848,4,1,AB
78853,1,1,AB
78853,2,1,AB
78853,3,1,AB
78854,1,1,AB
78857,1,1,AB
78857,2,1,AB
78857,3,1,AB
78857,4,1,AB
78858,1,1,AB
78858,2,1,AB
78858,3,1,AB
78858,4,1,AB
78861,1,1,AA
78863,1,1,AP
78863,2,1,AP
78865,1,1,AB
78865,2,1,AB
78865,3,1,AB
78866,1,1,AB1
78866,2,1,AB1
78866,3,1,AB1
78868,1,1,AB
78868,2,1,AB
78868,3,1,AB
78869,1,1,AB
78869,2,1,AB
78869,3,1,AB
78869,4,1,AB
78870,1,1,AA
78871,1,1,AB
78871,2,1,AB
78871,3,1,AB
78871,4,1,AB
78871,5,1,AB
78871,6,1,AB
78873,1,1,AB2
78873,2,1,AB2
78873,3,1,AB2
78876,1,1,AA
78877,1,1,AB
78877,2,1,AB
78877,3,1,AB
78879,1,1,AB
78879,2,1,AB
78879,3,1,AB
78879,4,1,AB
78879,5,1,AB
78879,6,1,AB
78880,1,1,AP
78881,1,1,AB
78881,2,1,AB
78881,3,1,AB
78881,4,1,AB
78881,5,1,AB
78881,6,1,AB
78881,7,1,AB
78885,1,1,AP
78886,1,1,AB
78888,1,1,AB
78888,2,1,AB
78888,3,1,AB
78888,4,1,AB
78888,5,1,AB
78889,1,1,AB
78889,2,1,AB
78890,1,1,AA
78892,1,1,AB
78895,1,1,AB
78895,2,1,AB
78895,3,1,AB
78898,1,1,AB
78898,2,1,AB
78898,3,1,AB
78899,1,1,AB
78900,1,1,AB
78901,1,1,AB
78901,2,1,AB
78901,3,1,AB
78901,4,1,AB
78901,5,1,AB
78902,1,1,AB
78902,2,1,AB
78902,3,1,AB
78902,4,1,AB
78904,1,1,AB
78905,1,1,AB
78905,2,1,AB
78905,3,1,AB
78906,1,1,AB
78907,1,1,AB
78907,2,1,AB
78907,3,1,AB
78907,4,1,AB
78907,5,1,AB
78907,6,1,AB
78908,1,1,AB
78908,2,1,AB
78908,3,1,AB
78908,4,1,AB
78913,1,1,AB
78913,2,1,AB
78916,1,1,AB
78916,2,1,AB
78917,1,1,AB
78918,1,1,AB
78918,2,1,AB
78919,1,1,AB
78920,1,1,AB
78920,2,1,AB
78920,3,1,AB
78920,4,1,AB
78920,5,1,AB
78920,6,1,AB
78921,1,1,AB
78922,1,1,AB
78925,1,1,AB
78925,2,1,AB
78925,3,1,AB
78926,1,1,AB1
78926,2,1,AB1
78930,1,1,AB
78932,1,1,AB
78932,2,1,AB
78932,3,1,AB
78932,4,1,AB
78932,5,1,AB
78936,1,1,AB
78936,2,1,AB
78938,1,1,AB
78939,1,1,AB
78939,2,1,AB
78941,1,1,AB
78944,1,1,AB
78946,1,1,AB
78946,2,1,AB
78946,3,1,AB
78946,4,1,AB
78946,5,1,AB
78947,1,1,AB
78947,2,1,AB
78947,3,1,AB
78947,4,1,AB
78948,1,1,AB
78950,1,1,AP
78955,1,1,AB
78955,2,1,AB
78955,3,1,AB
78955,4,1,AB
78955,5,1,AB
78956,1,1,AB
78956,2,1,AB
78956,3,1,AB
78956,4,1,AB
78959,1,1,AP
78960,1,1,AB
78960,2,1,AB
78960,3,1,AB
78960,4,1,AB
78962,1,1,AB
78962,2,1,AB
78963,1,1,AB
78963,2,1,AB
78964,1,1,AB
78965,1,1,AB
78969,1,1,AB
78970,1,1,AB
78970,2,1,AB
78974,1,1,AA
78976,1,1,AA
78979,1,1,AB
78981,1,1,AT
78983,1,1,AB
78983,2,1,AB
78983,3,1,AB
78983,4,1,AB
78983,5,1,AB
78983,6,1,AB
78983,7,1,AB
78986,1,1,AB
78986,2,1,AB
78986,3,1,AB
78987,1,1,AB
78988,1,1,AA
78989,1,1,AB
78989,2,1,AB
78990,1,1,AP
78990,2,1,AP
78990,3,1,AP
78990,4,1,AP
78990,5,1,AP
78990,6,1,AP
78990,7,1,AP
78992,1,1,AB
78992,2,1,AB
78992,3,1,AB
78992,4,1,AB
78992,5,1,AB
78992,6,1,AB
78993,1,1,AB
78993,2,1,AB
78993,3,1,AB
78993,4,1,AB
78997,1,1,AB
78998,1,1,AB
79001,1,1,AP
79001,2,1,AP
79003,1,1,AB
79009,1,1,AB
79009,2,1,AB
79009,3,1,AB
79011,1,1,AB
79012,1,1,AB
79012,2,1,AB
79013,1,1,AB
79016,1,1,AB
79016,2,1,AB
79016,3,1,AB
79016,4,1,AB
79016,5,1,AB
79016,6,1,AB
79016,7,1,AB
79017,1,1,AB
79017,2,1,AB
79017,3,1,AB
79017,4,1,AB
79017,5,1,AB
79017,6,1,AB
79017,7,1,AB
79019,1,1,AB
79019,2,1,AB
79019,3,1,AB
79019,4,1,AB
79019,5,1,AB
79019,6,1,AB
79019,7,1,AB
79021,1,1,AB
79021,2,1,AB
79021,3,1,AB
79021,4,1,AB
79021,5,1,AB
79021,6,1,AB
79021,7,1,AB
79022,1,1,AB
79022,2,1,AB
79022,3,1,AB
79022,4,1,AB
79022,5,1,AB
79022,6,1,AB
79022,7,1,AB
79028,1,1,AB
79028,2,1,AB
79028,3,1,AB
79029,1,1,AB
79029,2,1,AB
79029,3,1,AB
79042,1,1,AB
79042,2,1,AB
79042,3,1,AB
79042,4,1,AB
79050,1,1,AB
79050,2,1,AB
79050,3,1,AB
79050,4,1,AB
79050,5,1,AB
79050,6,1,AB
79050,7,1,AB
79057,1,1,AB
79059,1,1,AA
79060,1,1,AB
79061,1,1,AB
79062,1,1,AA
79063,1,1,AA
79064,1,1,AB
79065,1,1,AB
79067,1,1,AB
79067,2,1,AB
79068,1,1,AP
79068,2,1,AP
79070,1,1,AB
79070,2,1,AB
79070,3,1,AB
79071,1,1,AB
79072,1,1,AB
79074,1,1,AB
79074,2,1,AB
79076,1,1,AP
79078,1,1,AP
79078,2,1,AP
79080,1,1,AB
79082,1,1,AB
79085,1,1,AB
79085,2,1,AB
79086,1,1,AP
79088,1,1,AB
79088,2,1,AB
79088,3,1,AB
79088,4,1,AB
79088,5,1,AB
79088,6,1,AB
79089,1,1,AB
79090,1,1,AB
79090,2,1,AB
79090,3,1,AB
79094,1,1,AB2
79095,1,1,AB1
79095,2,1,AB1
79095,3,1,AB1
79098,1,1,AB
79098,2,1,AB
79098,3,1,AB
79098,4,1,AB
79098,5,1,AB
79099,1,1,AB
79099,2,1,AB
79102,1,1,AB
79104,1,1,AP
79104,2,1,AP
79106,1,1,AB
79106,2,1,AB
79106,3,1,AB
79108,1,1,AB
79108,2,1,AB
79108,3,1,AB
79108,4,1,AB
79108,5,1,AB
79110,1,1,AB
79111,1,1,AB
79116,1,1,AB
79116,2,1,AB
79116,3,1,AB
79116,4,1,AB
79117,1,1,AB
79118,1,1,AB1
79118,2,1,AB
79119,1,1,AP
79120,1,1,AA
79121,1,1,AA
79123,1,1,AP
79124,1,1,AB
79128,1,1,AB
79132,1,1,AB
79132,2,1,AB
79132,3,1,AB
79132,4,1,AB
79133,1,1,AB
79137,1,1,AB
79137,2,1,AB
79139,1,1,AB
79139,2,1,AB
79139,3,1,AB
79141,1,1,AB
79141,2,1,AB
79150,1,1,AB
79150,2,1,AB
79157,1,1,AP
79158,1,1,AA
79159,1,1,AB
79159,2,1,AB
79159,3,1,AB
79162,1,1,AB
79162,2,1,AB
79162,3,1,AB
79162,4,1,AB
79163,1,1,AB
79163,2,1,AB
79163,3,1,AB
79165,1,1,AB
79165,2,1,AB
79165,3,1,AB
79165,4,1,AB
79165,5,1,AB
79165,6,1,AB
79165,7,1,AB
79167,1,1,AB
79167,2,1,AB
79167,3,1,AB
79167,4,1,AB
79168,1,1,AB
79168,2,1,AB
79168,3,1,AB
79168,4,1,AB
79169,1,1,AB
79169,2,1,AB
79169,3,1,AB
79169,4,1,AB
79170,1,1,AB
79170,2,1,AB
79170,3,1,AB
79170,4,1,AB
79171,1,1,AB
79171,2,1,AB
79171,3,1,AB
79171,4,1,AB
79172,1,1,AB
79172,2,1,AB
79172,3,1,AB
79172,4,1,AB
79175,1,1,AB
79179,1,1,AB
79179,2,1,AB
79182,1,1,AB
79182,2,1,AB
79183,1,1,AP
79188,1,1,AB
79193,1,1,AB
79195,1,1,AP
79195,2,1,AP
79196,1,1,AP
79197,1,1,AP
79198,1,1,AP
79198,2,1,AP
79198,3,1,AP
79199,1,1,AP
79199,2,1,AP
79204,1,1,AB
79204,2,1,AB
79209,1,1,AA
79213,1,1,AB
79213,2,1,AB
79213,3,1,AB
79215,1,1,AB
79217,1,1,AB
79217,2,1,AB
79217,3,1,AB
79218,1,1,AB
79220,1,1,AB
79221,1,1,AB
79224,1,1,AP
79227,1,1,AB
79229,1,1,AB
79229,2,1,AB
79229,3,1,AB
79229,4,1,AB
79229,5,1,AB
79229,6,1,AB
79229,7,1,AB
79230,1,1,AB
79230,2,1,AB
79232,1,1,AA
79234,1,1,AB
79234,2,1,AB
79234,3,1,AB
79234,4,1,AB
79237,1,1,AB
79241,1,1,AA
79242,1,1,AP
79244,1,1,AA
79245,1,1,AB
79245,2,1,AB
79246,1,1,AB
79247,1,1,AB
80027,1,1,AT
80028,1,1,AT
80154,1,1,BD
80157,1,1,AB
80172,1,1,BD
80197,1,1,AB
80198,1,1,AT
80205,1,1,AP
80258,1,1,AA
80292,1,1,AB
80352,1,1,AB
80352,2,1,AB
80352,3,1,AB
80352,4,1,AB
80352,5,1,AB
80352,6,1,AB
80354,1,1,AB
80356,1,1,AB
80365,1,1,AP
80399,2,1,AB
80407,1,1,AP
80407,2,1,AP
80408,1,1,AP
80408,2,1,AP
80445,1,1,AP
80445,2,1,AP
80445,3,1,AP
80445,4,1,AP
80455,7,1,AP
80455,8,1,AP
80455,9,1,AP
80455,10,1,AP
80515,2,1,AP
80531,2,1,BX
80556,1,1,AP
80557,3,1,AP
80571,1,1,AP
80575,1,1,AP
80677,1,1,AP
80680,1,1,AA
80692,1,1,AT
80693,3,1,AT
80704,1,1,AA
80706,6,1,AT
80706,7,1,AT
80737,1,1,AP
80767,2,1,BP
80817,2,1,AP
80880,1,1,AA
80936,1,1,AA
80937,2,1,AA
80966,1,1,AB
81025,1,1,AA
81048,1,1,AB
81049,1,1,AB
81050,1,1,AB
81099,1,1,AB
81118,1,1,AA
81203,1,1,AT
81235,1,1,AB
81236,1,1,AB
81265,1,1,AA
81265,2,1,AA
81265,3,1,AA
81277,1,1,AP
81297,1,1,AA
81297,2,1,AA
81319,1,1,AB
83022,1,1,AP
83116,1,1,AB
83158,1,1,AP
83158,2,1,AP
83173,1,1,AP
83173,2,1,AP
83177,1,1,AB
83177,2,1,AB
83177,3,1,AB
83246,1,1,AP
83312,1,1,AP
83312,2,1,AP
83329,1,1,AP
83386,1,1,AB
83391,1,1,AP
83426,1,1,AB
83551,1,1,AB
83677,1,1,AB
83711,1,1,AB
83722,1,1,AB
83745,1,1,AB
84041,1,1,AB
84088,1,1,AA
84092,3,1,AA
84108,1,1,AT
84109,1,1,AT
84110,1,1,AT
84112,1,1,AB
84113,1,1,AB
84114,1,1,AB
84115,1,1,AB
84176,1,1,AB
84176,3,1,AB
84275,1,1,BX
84279,1,1,AB
84282,1,1,AP
84285,1,1,AB
84305,1,1,AT
84306,1,1,AT
84307,1,1,AP
84349,2,1,AB
84363,1,1,AA
84364,1,1,AA
84427,1,1,AB
84442,4,1,AB
84612,1,1,AB
84612,2,1,AB
84612,3,1,AB
84612,4,1,AB
84612,5,1,AB
84612,6,1,AB
84612,7,1,AB
84625,1,1,AP
84625,2,1,AP
84657,1,1,AA
84657,2,1,AA
84678,1,1,AB
84679,2,1,AB
84754,1,1,AA
84768,1,1,AB
84769,1,1,AB
84779,1,1,AP
84840,1,1,AB
84843,2,1,AA
84903,1,1,AB
84903,2,1,AB
84916,1,1,AP
84936,2,1,AB
84937,1,1,AB
85025,1,1,AT
85027,1,1,AT
85082,1,1,AB
85128,1,1,AA
85161,1,1,AB
85162,1,1,AB
85182,1,1,AB
85182,2,1,AB
85182,3,1,AB
85186,1,1,AA
85223,1,1,AB
85272,1,1,AA
85372,1,1,AA
85461,1,1,AB
85472,1,1,AB
85475,1,1,AB
85521,1,1,AA
85588,1,1,AA
85592,1,1,AA
85598,1,1,AO
85635,2,1,AO
85635,3,1,AO
85691,1,1,AT
85691,2,1,AT
85691,3,1,AT
85692,1,1,AT
85692,2,1,AT
85692,3,1,AT
85762,1,1,AA
85785,1,1,AB
85786,1,1,AB
85788,1,1,AB
85789,1,1,AB
85828,1,1,AB
85868,1,1,AA
85870,1,1,AP
85882,3,1,AA
85968,1,1,AB
85968,2,1,AB
85968,3,1,AB
85968,4,1,AB
85968,5,1,AB
85968,6,1,AB
85970,1,1,AB
86010,1,1,AB
86011,1,1,AB
86030,1,1,AO
86066,1,1,AB
86067,1,1,AB
86069,1,1,AB
86153,1,1,AB
86157,1,1,AB
86158,1,1,AB
86183,1,1,AB
86195,1,1,BX
86221,1,1,AB
86223,1,1,AB
86242,1,1,AA
86242,2,1,AA
86242,3,1,AA
86242,4,1,AA
86257,1,1,AT
86262,1,1,AA
86263,1,1,AA
86283,1,1,AT
86364,1,1,AT
86413,1,1,AT
86413,2,1,AT
86413,3,1,AT
86457,1,1,BX
86513,1,1,AB
86724,1,1,AT
86727,1,1,AA
86831,1,1,AB
86831,2,1,AB
86841,1,1,AB
86842,1,1,AB
86923,1,1,AB
86925,1,1,AB
86944,1,1,AB
86944,2,1,AB
86944,3,1,AB
86945,1,1,AA
86961,2,1,AA
86962,1,1,AA
86988,1,1,AA
86988,2,1,AA
86996,2,1,AA
87022,1,1,AA
87022,2,1,AA
87056,1,1,AA
87059,1,1,AB
87068,1,1,AB
87083,1,1,AA
87104,1,1,AT
87128,1,1,AA
87128,2,1,AA
87147,1,1,BP
87184,1,1,AB
87190,1,1,AA
87190,2,1,AA
87204,1,1,AT
87294,1,1,AA
87355,1,1,AB
87385,1,1,AT
87385,2,1,AT
87385,3,1,AT
87388,1,1,AA
87393,1,1,AA
87400,2,1,AB
87400,5,1,AB
87463,1,1,AA
87479,1,1,AB
87499,1,1,AA
87508,1,1,AA
87537,1,1,AB
87702,1,1,AP
87716,1,1,AB
87717,1,1,AB
87795,1,1,AT
87836,1,1,AA
87846,1,1,AB
87846,2,1,AB
87846,3,1,AB
87859,1,1,AA
87871,1,1,AB
87871,2,1,AB
87871,3,1,AB
